"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Flag","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-80.38","43.46","KITCHENER/WATERLOO","6144239","2025-05-02 22:00","2025","05","02","22:00","","7.5","","4.0","","79","","0.0","","34","","17","","16.1","","97.52","","","","","","NA"
"-80.38","43.46","KITCHENER/WATERLOO","6144239","2025-05-02 23:00","2025","05","02","23:00","","7.0","","4.0","","81","","0.0","","34","","13","","16.1","","97.51","","","","","","NA"
"-80.38","43.46","KITCHENER/WATERLOO","6144239","2025-05-03 00:00","2025","05","03","00:00","","7.0","","3.8","","80","","0.0","","34","","13","","16.1","","97.50","","","","","","NA"
"-80.38","43.46","KITCHENER/WATERLOO","6144239","2025-05-03 01:00","2025","05","03","01:00","","6.4","","3.4","","81","","0.0","","34","","13","","16.1","","97.52","","","","","","Rain"
"-80.38","43.46","KITCHENER/WATERLOO","6144239","2025-05-03 02:00","2025","05","03","02:00","","6.2","","2.8","","79","","0.0","","2","","8","","16.1","","97.55","","","","","","Rain"
"-80.38","43.46","KITCHENER/WATERLOO","6144239","2025-05-03 03:00","2025","05","03","03:00","","5.8","","4.0","","88","","0.2","","35","","8","","16.1","","97.49","","","","","","Rain"
"-80.38","43.46","KITCHENER/WATERLOO","6144239","2025-05-03 04:00","2025","05","03","04:00","","5.7","","4.1","","89","","0.0","","1","","9","","16.1","","97.50","","","","","","Rain"
"-80.38","43.46","KITCHENER/WATERLOO","6144239","2025-05-03 05:00","2025","05","03","05:00","","5.5","","4.0","","90","","0.8","","1","","9","","16.1","","97.54","","","","","","Rain"
"-80.38","43.46","KITCHENER/WATERLOO","6144239","2025-05-03 06:00","2025","05","03","06:00","","5.4","","3.7","","89","","0.0","","5","","11","","16.1","","97.57","","","","","","Rain"
"-80.38","43.46","KITCHENER/WATERLOO","6144239","2025-05-03 07:00","2025","05","03","07:00","","5.5","","3.4","","86","","0.0","","2","","13","","16.1","","97.61","","","","","","NA"
"-80.38","43.46","KITCHENER/WATERLOO","6144239","2025-05-03 08:00","2025","05","03","08:00","","6.3","","3.8","","84","","0.0","","3","","15","","16.1","","97.63","","","","","","NA"
"-80.38","43.46","KITCHENER/WATERLOO","6144239","2025-05-03 09:00","2025","05","03","09:00","","7.0","","4.2","","83","","0.0","","4","","9","","16.1","","97.60","","","","","","NA"
"-80.38","43.46","KITCHENER/WATERLOO","6144239","2025-05-03 10:00","2025","05","03","10:00","","7.8","","4.0","","77","","0.0","","5","","11","","16.1","","97.65","","","","","","NA"
"-80.38","43.46","KITCHENER/WATERLOO","6144239","2025-05-03 11:00","2025","05","03","11:00","","8.6","","4.8","","77","","0.0","","7","","13","","16.1","","97.63","","","","","","NA"
"-80.38","43.46","KITCHENER/WATERLOO","6144239","2025-05-03 12:00","2025","05","03","12:00","","9.6","","5.1","","74","","0.0","","","M","9","","16.1","","97.67","","","","","","NA"
"-80.38","43.46","KITCHENER/WATERLOO","6144239","2025-05-03 13:00","2025","05","03","13:00","","10.2","","5.4","","72","","0.0","","3","","8","","16.1","","97.62","","","","","","NA"
"-80.38","43.46","KITCHENER/WATERLOO","6144239","2025-05-03 14:00","2025","05","03","14:00","","11.4","","6.1","","70","","0.0","","7","","11","","16.1","","97.62","","","","","","NA"
"-80.38","43.46","KITCHENER/WATERLOO","6144239","2025-05-03 15:00","2025","05","03","15:00","","11.4","","5.7","","68","","0.0","","3","","11","","16.1","","97.60","","","","","","NA"
"-80.38","43.46","KITCHENER/WATERLOO","6144239","2025-05-03 16:00","2025","05","03","16:00","","11.5","","6.0","","69","","0.0","","7","","13","","16.1","","97.57","","","","","","NA"
"-80.38","43.46","KITCHENER/WATERLOO","6144239","2025-05-03 17:00","2025","05","03","17:00","","11.2","","5.4","","67","","0.0","","5","","11","","16.1","","97.56","","","","","","NA"
"-80.38","43.46","KITCHENER/WATERLOO","6144239","2025-05-03 18:00","2025","05","03","18:00","","10.8","","5.7","","71","","0.0","","8","","11","","16.1","","97.57","","","","","","NA"
"-80.38","43.46","KITCHENER/WATERLOO","6144239","2025-05-03 19:00","2025","05","03","19:00","","9.8","","5.4","","74","","0.0","","9","","9","","16.1","","97.57","","","","","","NA"
"-80.38","43.46","KITCHENER/WATERLOO","6144239","2025-05-03 20:00","2025","05","03","20:00","","9.0","","5.4","","78","","0.0","","5","","8","","16.1","","97.59","","","","","","NA"
"-80.38","43.46","KITCHENER/WATERLOO","6144239","2025-05-03 21:00","2025","05","03","21:00","","8.4","","5.0","","79","","0.0","","2","","8","","16.1","","97.63","","","","","","NA"
"-80.38","43.46","KITCHENER/WATERLOO","6144239","2025-05-03 22:00","2025","05","03","22:00","","8.1","","4.9","","80","","0.0","","2","","8","","16.1","","97.67","","","","","","NA"
"-80.38","43.46","KITCHENER/WATERLOO","6144239","2025-05-03 23:00","2025","05","03","23:00","","6.9","","4.2","","83","","0.0","","2","","8","","16.1","","97.62","","","","","","NA"
"-80.38","43.46","KITCHENER/WATERLOO","6144239","2025-05-04 00:00","2025","05","04","00:00","","5.9","","3.2","","83","","0.0","","1","","8","","16.1","","97.61","","","","","","NA"
"-80.38","43.46","KITCHENER/WATERLOO","6144239","2025-05-04 01:00","2025","05","04","01:00","","5.6","","2.6","","81","","0.0","","3","","5","","16.1","","97.61","","","","","","NA"
"-80.38","43.46","KITCHENER/WATERLOO","6144239","2025-05-04 02:00","2025","05","04","02:00","","5.3","","2.1","","80","","0.0","","2","","9","","16.1","","97.55","","","","","","NA"
"-80.38","43.46","KITCHENER/WATERLOO","6144239","2025-05-04 03:00","2025","05","04","03:00","","6.3","","2.3","","76","","0.0","","3","","11","","16.1","","97.52","","","","","","NA"
"-80.38","43.46","KITCHENER/WATERLOO","6144239","2025-05-04 04:00","2025","05","04","04:00","","6.7","","2.6","","75","","0.0","","2","","13","","16.1","","97.52","","","","","","NA"
"-80.38","43.46","KITCHENER/WATERLOO","6144239","2025-05-04 05:00","2025","05","04","05:00","","6.6","","2.9","","77","","0.0","","7","","13","","16.1","","97.56","","","","","","NA"
"-80.38","43.46","KITCHENER/WATERLOO","6144239","2025-05-04 06:00","2025","05","04","06:00","","6.9","","3.0","","76","","0.0","","3","","17","","16.1","","97.58","","","","","","NA"
"-80.38","43.46","KITCHENER/WATERLOO","6144239","2025-05-04 07:00","2025","05","04","07:00","","7.7","","3.8","","76","","0.0","","4","","17","","16.1","","97.63","","","","","","NA"
"-80.38","43.46","KITCHENER/WATERLOO","6144239","2025-05-04 08:00","2025","05","04","08:00","","11.6","","5.8","","67","","0.0","","6","","21","","16.1","","97.65","","","","","","NA"
"-80.38","43.46","KITCHENER/WATERLOO","6144239","2025-05-04 09:00","2025","05","04","09:00","","11.4","","5.3","","66","","0.0","","6","","28","","16.1","","97.62","","","","","","NA"
"-80.38","43.46","KITCHENER/WATERLOO","6144239","2025-05-04 10:00","2025","05","04","10:00","","12.3","","4.5","","59","","0.0","","7","","35","","16.1","","97.66","","","","","","NA"
"-80.38","43.46","KITCHENER/WATERLOO","6144239","2025-05-04 11:00","2025","05","04","11:00","","12.5","","4.1","","56","","0.0","","7","","28","","16.1","","97.66","","","","","","NA"
"-80.38","43.46","KITCHENER/WATERLOO","6144239","2025-05-04 12:00","2025","05","04","12:00","","13.2","","4.6","","56","","0.0","","8","","22","","16.1","","97.69","","","","","","NA"
"-80.38","43.46","KITCHENER/WATERLOO","6144239","2025-05-04 13:00","2025","05","04","13:00","","12.9","","3.8","","54","","0.0","","7","","30","","16.1","","97.64","","","","","","NA"
"-80.38","43.46","KITCHENER/WATERLOO","6144239","2025-05-04 14:00","2025","05","04","14:00","","12.4","","3.7","","55","","0.0","","8","","28","","16.1","","97.68","","","","","","Rain"
"-80.38","43.46","KITCHENER/WATERLOO","6144239","2025-05-04 15:00","2025","05","04","15:00","","12.4","","3.6","","55","","0.0","","8","","30","","16.1","","97.66","","","","","","NA"
"-80.38","43.46","KITCHENER/WATERLOO","6144239","2025-05-04 16:00","2025","05","04","16:00","","11.8","","5.2","","64","","0.0","","7","","18","","16.1","","97.62","","","","","","Rain"
"-80.38","43.46","KITCHENER/WATERLOO","6144239","2025-05-04 17:00","2025","05","04","17:00","","12.0","","4.0","","58","","0.0","","7","","24","","16.1","","97.65","","","","","","Rain"
"-80.38","43.46","KITCHENER/WATERLOO","6144239","2025-05-04 18:00","2025","05","04","18:00","","11.7","","4.6","","62","","0.0","","8","","21","","16.1","","97.66","","","","","","NA"
"-80.38","43.46","KITCHENER/WATERLOO","6144239","2025-05-04 19:00","2025","05","04","19:00","","11.7","","4.4","","61","","0.0","","7","","21","","16.1","","97.68","","","","","","NA"
"-80.38","43.46","KITCHENER/WATERLOO","6144239","2025-05-04 20:00","2025","05","04","20:00","","11.4","","4.5","","63","","0.0","","5","","11","","16.1","","97.70","","","","","","NA"
"-80.38","43.46","KITCHENER/WATERLOO","6144239","2025-05-04 21:00","2025","05","04","21:00","","11.0","","4.0","","62","","0.0","","7","","18","","16.1","","97.74","","","","","","NA"
"-80.38","43.46","KITCHENER/WATERLOO","6144239","2025-05-04 22:00","2025","05","04","22:00","","11.6","","3.7","","58","","0.0","","7","","24","","16.1","","97.76","","","","","","NA"
"-80.38","43.46","KITCHENER/WATERLOO","6144239","2025-05-04 23:00","2025","05","04","23:00","","11.5","","4.1","","60","","0.0","","7","","22","","16.1","","97.74","","","","","","NA"
"-80.38","43.46","KITCHENER/WATERLOO","6144239","2025-05-05 00:00","2025","05","05","00:00","","12.0","","5.0","","62","","0.0","","7","","24","","16.1","","97.78","","","","","","NA"
"-80.38","43.46","KITCHENER/WATERLOO","6144239","2025-05-05 01:00","2025","05","05","01:00","","11.7","","5.2","","64","","0.0","","7","","18","","16.1","","97.79","","","","","","NA"
"-80.38","43.46","KITCHENER/WATERLOO","6144239","2025-05-05 02:00","2025","05","05","02:00","","12.0","","5.0","","62","","0.0","","5","","18","","16.1","","97.76","","","","","","NA"
"-80.38","43.46","KITCHENER/WATERLOO","6144239","2025-05-05 03:00","2025","05","05","03:00","","12.6","","5.1","","60","","0.0","","6","","22","","16.1","","97.78","","","","","","NA"
"-80.38","43.46","KITCHENER/WATERLOO","6144239","2025-05-05 04:00","2025","05","05","04:00","","12.9","","6.2","","63","","0.0","","7","","32","","16.1","","97.81","","","","","","NA"
"-80.38","43.46","KITCHENER/WATERLOO","6144239","2025-05-05 05:00","2025","05","05","05:00","","13.0","","5.6","","60","","0.0","","7","","22","","16.1","","97.83","","","","","","NA"
"-80.38","43.46","KITCHENER/WATERLOO","6144239","2025-05-05 06:00","2025","05","05","06:00","","12.1","","5.3","","63","","0.0","","6","","22","","16.1","","97.89","","","","","","NA"
"-80.38","43.46","KITCHENER/WATERLOO","6144239","2025-05-05 07:00","2025","05","05","07:00","","13.0","","6.5","","64","","0.0","","7","","37","","16.1","","97.89","","","","","","NA"
"-80.38","43.46","KITCHENER/WATERLOO","6144239","2025-05-05 08:00","2025","05","05","08:00","","13.4","","7.5","","67","","0.0","","9","","28","","16.1","","97.98","","","","","","NA"
"-80.38","43.46","KITCHENER/WATERLOO","6144239","2025-05-05 09:00","2025","05","05","09:00","","12.9","","6.7","","66","","0.0","","9","","28","","16.1","","98.03","","","","","","NA"
"-80.38","43.46","KITCHENER/WATERLOO","6144239","2025-05-05 10:00","2025","05","05","10:00","","12.4","","8.7","","78","","0.0","","8","","26","","16.1","","98.03","","","","","","Rain"
"-80.38","43.46","KITCHENER/WATERLOO","6144239","2025-05-05 11:00","2025","05","05","11:00","","14.6","","9.1","","69","","0.0","","8","","28","","16.1","","98.00","","","","","","NA"
"-80.38","43.46","KITCHENER/WATERLOO","6144239","2025-05-05 12:00","2025","05","05","12:00","","13.4","","7.9","","69","","0.0","","9","","30","","16.1","","98.02","","","","","","NA"
"-80.38","43.46","KITCHENER/WATERLOO","6144239","2025-05-05 13:00","2025","05","05","13:00","","14.6","","10.3","","75","","0.0","","8","","28","","16.1","","97.99","","","","","","NA"
"-80.38","43.46","KITCHENER/WATERLOO","6144239","2025-05-05 14:00","2025","05","05","14:00","","15.1","","11.3","","78","","0.0","","9","","30","","16.1","","97.91","","","","","","NA"
"-80.38","43.46","KITCHENER/WATERLOO","6144239","2025-05-05 15:00","2025","05","05","15:00","","15.2","","11.9","","80","","0.0","","8","","24","","16.1","","97.85","","","","","","NA"
"-80.38","43.46","KITCHENER/WATERLOO","6144239","2025-05-05 16:00","2025","05","05","16:00","","13.3","","11.9","","91","","0.0","","7","","22","","16.1","","97.89","","","","","","NA"
"-80.38","43.46","KITCHENER/WATERLOO","6144239","2025-05-05 17:00","2025","05","05","17:00","","13.5","","12.3","","92","","0.0","","6","","18","","11.3","","97.86","","","","","","NA"
"-80.38","43.46","KITCHENER/WATERLOO","6144239","2025-05-05 18:00","2025","05","05","18:00","","14.3","","12.7","","90","","0.0","","6","","11","","16.1","","97.79","","","","","","NA"
"-80.38","43.46","KITCHENER/WATERLOO","6144239","2025-05-05 19:00","2025","05","05","19:00","","15.4","","12.9","","85","","0.0","","7","","22","","16.1","","97.82","","","","","","NA"
"-80.38","43.46","KITCHENER/WATERLOO","6144239","2025-05-05 20:00","2025","05","05","20:00","","15.0","","12.5","","85","","0.0","","8","","26","","16.1","","97.78","","","","","","NA"
"-80.38","43.46","KITCHENER/WATERLOO","6144239","2025-05-05 21:00","2025","05","05","21:00","","14.0","","13.2","","95","","2.8","","9","","26","","6.4","","97.79","","","","","","Thunderstorms,Rain,Fog"
"-80.38","43.46","KITCHENER/WATERLOO","6144239","2025-05-05 22:00","2025","05","05","22:00","","13.5","","12.9","","96","","2.5","","6","","21","","16.1","","97.72","","","","","","Rain"
"-80.38","43.46","KITCHENER/WATERLOO","6144239","2025-05-05 23:00","2025","05","05","23:00","","13.2","","12.9","","98","","0.0","","8","","17","","16.1","","97.65","","","","","","Rain"
"-80.38","43.46","KITCHENER/WATERLOO","6144239","2025-05-06 00:00","2025","05","06","00:00","","13.2","","13.1","","99","","0.0","","8","","28","","1.0","","97.63","","","","","","Fog"
"-80.38","43.46","KITCHENER/WATERLOO","6144239","2025-05-06 01:00","2025","05","06","01:00","","13.0","","12.9","","99","","0.0","","8","","18","","1.2","","97.55","","","","","","Fog"
"-80.38","43.46","KITCHENER/WATERLOO","6144239","2025-05-06 02:00","2025","05","06","02:00","","13.0","","12.9","","99","","0.0","","6","","17","","4.8","","97.47","","","","","","Fog"
"-80.38","43.46","KITCHENER/WATERLOO","6144239","2025-05-06 03:00","2025","05","06","03:00","","12.9","","12.8","","99","","0.8","","12","","18","","6.4","","97.49","","","","","","Rain,Fog"
"-80.38","43.46","KITCHENER/WATERLOO","6144239","2025-05-06 04:00","2025","05","06","04:00","","11.3","","11.2","","99","","0.0","","11","","17","","6.4","","97.52","","","","","","Fog"
"-80.38","43.46","KITCHENER/WATERLOO","6144239","2025-05-06 05:00","2025","05","06","05:00","","10.8","","10.7","","99","","1.2","","4","","9","","6.4","","97.38","","","","","","Rain,Fog"
"-80.38","43.46","KITCHENER/WATERLOO","6144239","2025-05-06 06:00","2025","05","06","06:00","","11.0","","10.9","","99","","0.0","","15","","17","","3.2","","97.56","","","","","","Fog"
"-80.38","43.46","KITCHENER/WATERLOO","6144239","2025-05-06 07:00","2025","05","06","07:00","","11.1","","10.8","","98","","0.0","","15","","17","","11.3","","97.65","","","","","","NA"
"-80.38","43.46","KITCHENER/WATERLOO","6144239","2025-05-06 08:00","2025","05","06","08:00","","13.0","","11.8","","93","","0.0","","18","","11","","16.1","","97.64","","","","","","NA"
"-80.38","43.46","KITCHENER/WATERLOO","6144239","2025-05-06 09:00","2025","05","06","09:00","","13.0","","10.9","","87","","0.0","","18","","13","","16.1","","97.64","","","","","","NA"
"-80.38","43.46","KITCHENER/WATERLOO","6144239","2025-05-06 10:00","2025","05","06","10:00","","14.4","","10.4","","77","","0.0","","20","","17","","16.1","","97.64","","","","","","NA"
"-80.38","43.46","KITCHENER/WATERLOO","6144239","2025-05-06 11:00","2025","05","06","11:00","","15.5","","10.8","","74","","0.0","","17","","24","","16.1","","97.64","","","","","","NA"
"-80.38","43.46","KITCHENER/WATERLOO","6144239","2025-05-06 12:00","2025","05","06","12:00","","15.4","","10.2","","71","","0.0","","17","","18","","16.1","","97.64","","","","","","NA"
"-80.38","43.46","KITCHENER/WATERLOO","6144239","2025-05-06 13:00","2025","05","06","13:00","","16.8","","10.2","","65","","0.0","","18","","17","","16.1","","97.62","","","","","","NA"
"-80.38","43.46","KITCHENER/WATERLOO","6144239","2025-05-06 14:00","2025","05","06","14:00","","16.6","","10.4","","67","","0.0","","19","","11","","16.1","","97.60","","","","","","NA"
"-80.38","43.46","KITCHENER/WATERLOO","6144239","2025-05-06 15:00","2025","05","06","15:00","","16.7","","9.5","","62","","0.0","","17","","9","","16.1","","97.55","","","","","","NA"
"-80.38","43.46","KITCHENER/WATERLOO","6144239","2025-05-06 16:00","2025","05","06","16:00","","17.0","","9.5","","61","","0.0","","18","","8","","16.1","","97.51","","","","","","NA"
"-80.38","43.46","KITCHENER/WATERLOO","6144239","2025-05-06 17:00","2025","05","06","17:00","","16.6","","8.7","","59","","0.0","","23","","9","","16.1","","97.50","","","","","","NA"
"-80.38","43.46","KITCHENER/WATERLOO","6144239","2025-05-06 18:00","2025","05","06","18:00","","17.3","","9.2","","59","","0.0","","22","","13","","16.1","","97.49","","","","","","NA"
"-80.38","43.46","KITCHENER/WATERLOO","6144239","2025-05-06 19:00","2025","05","06","19:00","","15.4","","9.8","","69","","0.0","","24","","9","","16.1","","97.55","","","","","","NA"
"-80.38","43.46","KITCHENER/WATERLOO","6144239","2025-05-06 20:00","2025","05","06","20:00","","14.4","","10.1","","75","","0.0","","27","","5","","16.1","","97.55","","","","","","NA"
"-80.38","43.46","KITCHENER/WATERLOO","6144239","2025-05-06 21:00","2025","05","06","21:00","","12.9","","9.2","","78","","0.0","","26","","8","","16.1","","97.58","","","","","","NA"
"-80.38","43.46","KITCHENER/WATERLOO","6144239","2025-05-06 22:00","2025","05","06","22:00","","13.0","","10.0","","82","","0.0","","25","","9","","16.1","","97.59","","","","","","NA"
"-80.38","43.46","KITCHENER/WATERLOO","6144239","2025-05-06 23:00","2025","05","06","23:00","","12.6","","10.2","","85","","0.0","","28","","13","","16.1","","97.59","","","","","","NA"
